"","V1","V2","V3","V4"
"36293",2007,29007,29,25941
"36294",2008,29007,29,25697
"36295",2009,29007,29,25777
"36296",2010,29007,29,25556
"36297",2011,29007,29,25461
"36298",2012,29007,29,25593
"36299",2013,29007,29,25610
"36300",2014,29007,29,25635
"36301",1990,29009,29,27273
"36302",1991,29009,29,27660
"36303",1992,29009,29,28011
"36304",1993,29009,29,28664
"36305",1994,29009,29,29306
"36306",1995,29009,29,30293
"36307",1996,29009,29,31403
"36308",1997,29009,29,32317
"36309",1998,29009,29,32722
"36310",1999,29009,29,33179
"36311",2000,29009,29,33189
"36312",2001,29009,29,34050
"36313",2002,29009,29,34089
"36314",2003,29009,29,34240
"36315",2004,29009,29,34687
"36316",2005,29009,29,35004
"36317",2006,29009,29,35406
"36318",2007,29009,29,35943
"36319",2008,29009,29,36087
"36320",2009,29009,29,36209
"36321",2010,29009,29,35881
"36322",2011,29009,29,35777
"36323",2012,29009,29,35660
"36324",2013,29009,29,35646
"36325",2014,29009,29,35660
"36326",1990,29011,29,11291
"36327",1991,29011,29,11327
"36328",1992,29011,29,11428
"36329",1993,29011,29,11539
"36330",1994,29011,29,11575
"36331",1995,29011,29,11675
"36332",1996,29011,29,11749
"36333",1997,29011,29,11889
"36334",1998,29011,29,11915
"36335",1999,29011,29,12071
"36336",2000,29011,29,12133
"36337",2001,29011,29,12541
"36338",2002,29011,29,12682
"36339",2003,29011,29,12771
"36340",2004,29011,29,12900
"36341",2005,29011,29,12907
"36342",2006,29011,29,12931
"36343",2007,29011,29,12917
"36344",2008,29011,29,12722
"36345",2009,29011,29,12521
"36346",2010,29011,29,12386
"36347",2011,29011,29,12381
"36348",2012,29011,29,12382
"36349",2013,29011,29,12365
"36350",2014,29011,29,12247
"36351",1990,29013,29,15263
"36352",1991,29013,29,14978
"36353",1992,29013,29,15060
"36354",1993,29013,29,15128
"36355",1994,29013,29,15268
"36356",1995,29013,29,15313
"36357",1996,29013,29,15544
"36358",1997,29013,29,15698
"36359",1998,29013,29,15748
"36360",1999,29013,29,15826
"36361",2000,29013,29,16061
"36362",2001,29013,29,16703
"36363",2002,29013,29,16772
"36364",2003,29013,29,16947
"36365",2004,29013,29,16999
"36366",2005,29013,29,16946
"36367",2006,29013,29,16934
"36368",2007,29013,29,16975
"36369",2008,29013,29,16941
"36370",2009,29013,29,16918
"36371",2010,29013,29,16761
"36372",2011,29013,29,17047
"36373",2012,29013,29,17028
"36374",2013,29013,29,16709
"36375",2014,29013,29,16531
"36376",1990,29015,29,13523
"36377",1991,29015,29,13948
"36378",1992,29015,29,14104
"36379",1993,29015,29,14327
"36380",1994,29015,29,14665
"36381",1995,29015,29,15157
"36382",1996,29015,29,15540
"36383",1997,29015,29,16176
"36384",1998,29015,29,16581
"36385",1999,29015,29,16955
"36386",2000,29015,29,17345
"36387",2001,29015,29,17233
"36388",2002,29015,29,17366
"36389",2003,29015,29,17490
"36390",2004,29015,29,17819
"36391",2005,29015,29,18088
"36392",2006,29015,29,18359
"36393",2007,29015,29,18351
"36394",2008,29015,29,18586
"36395",2009,29015,29,18534
"36396",2010,29015,29,18461
"36397",2011,29015,29,19119
"36398",2012,29015,29,19028
"36399",2013,29015,29,18958
"36400",2014,29015,29,18895
"36401",1990,29017,29,10539
"36402",1991,29017,29,10662
"36403",1992,29017,29,10685
"36404",1993,29017,29,10762
"36405",1994,29017,29,10919
"36406",1995,29017,29,11103
"36407",1996,29017,29,11188
"36408",1997,29017,29,11368
"36409",1998,29017,29,11451
"36410",1999,29017,29,11552
"36411",2000,29017,29,11829
"36412",2001,29017,29,12053
"36413",2002,29017,29,12239
"36414",2003,29017,29,12248
"36415",2004,29017,29,12212
"36416",2005,29017,29,12176
"36417",2006,29017,29,12148
"36418",2007,29017,29,12115
"36419",2008,29017,29,12124
"36420",2009,29017,29,11958
"36421",2010,29017,29,11841
"36422",2011,29017,29,12345
"36423",2012,29017,29,12384
"36424",2013,29017,29,12405
"36425",2014,29017,29,12444
"36426",1990,29019,29,111171
"36427",1991,29019,29,112726
"36428",1992,29019,29,114616
"36429",1993,29019,29,116699
"36430",1994,29019,29,118971
"36431",1995,29019,29,121062
"36432",1996,29019,29,123317
"36433",1997,29019,29,125697
"36434",1998,29019,29,127853
"36435",1999,29019,29,128963
"36436",2000,29019,29,130179
"36437",2001,29019,29,135846
"36438",2002,29019,29,137683
"36439",2003,29019,29,139759
"36440",2004,29019,29,141544
"36441",2005,29019,29,143419
"36442",2006,29019,29,146337
"36443",2007,29019,29,149824
"36444",2008,29019,29,152313
"36445",2009,29019,29,154331
"36446",2010,29019,29,156377
"36447",2011,29019,29,163182
"36448",2012,29019,29,165922
"36449",2013,29019,29,168592
"36450",2014,29019,29,170929
"36451",1990,29021,29,83237
"36452",1991,29021,29,83109
"36453",1992,29021,29,82939
"36454",1993,29021,29,83240
"36455",1994,29021,29,83328
"36456",1995,29021,29,82754
"36457",1996,29021,29,82150
"36458",1997,29021,29,81828
"36459",1998,29021,29,81785
"36460",1999,29021,29,81799
"36461",2000,29021,29,81635
"36462",2001,29021,29,86094
"36463",2002,29021,29,86184
"36464",2003,29021,29,86334
"36465",2004,29021,29,86315
"36466",2005,29021,29,86642
"36467",2006,29021,29,87105
"36468",2007,29021,29,87420
"36469",2008,29021,29,88814
"36470",2009,29021,29,89186
"36471",2010,29021,29,89856
"36472",2011,29021,29,89095
"36473",2012,29021,29,89583
"36474",2013,29021,29,89779
"36475",2014,29021,29,89738
"36476",1990,29023,29,38390
"36477",1991,29023,29,38850
"36478",1992,29023,29,39315
"36479",1993,29023,29,39551
"36480",1994,29023,29,39928
"36481",1995,29023,29,40013
"36482",1996,29023,29,40126
"36483",1997,29023,29,40322
"36484",1998,29023,29,40371
"36485",1999,29023,29,40434
"36486",2000,29023,29,40379
"36487",2001,29023,29,40799
"36488",2002,29023,29,40682
"36489",2003,29023,29,40785
"36490",2004,29023,29,40686
"36491",2005,29023,29,40897
"36492",2006,29023,29,41258
"36493",2007,29023,29,41371
"36494",2008,29023,29,41120
"36495",2009,29023,29,41247
"36496",2010,29023,29,41471
"36497",2011,29023,29,42809
"36498",2012,29023,29,42999
"36499",2013,29023,29,43012
"36500",2014,29023,29,42992
"36501",1990,29025,29,8390
"36502",1991,29025,29,8384
"36503",1992,29025,29,8368
"36504",1993,29025,29,8459
"36505",1994,29025,29,8449
"36506",1995,29025,29,8599
"36507",1996,29025,29,8552
"36508",1997,29025,29,8593
"36509",1998,29025,29,8718
"36510",1999,29025,29,8812
"36511",2000,29025,29,8926
"36512",2001,29025,29,8977
"36513",2002,29025,29,8989
"36514",2003,29025,29,9002
"36515",2004,29025,29,9086
"36516",2005,29025,29,9143
"36517",2006,29025,29,9162
"36518",2007,29025,29,9209
"36519",2008,29025,29,9242
"36520",2009,29025,29,9189
"36521",2010,29025,29,9160
"36522",2011,29025,29,9447
"36523",2012,29025,29,9210
"36524",2013,29025,29,9116
"36525",2014,29025,29,9075
"36526",1990,29027,29,32673
"36527",1991,29027,29,32893
"36528",1992,29027,29,33289
"36529",1993,29027,29,33601
"36530",1994,29027,29,34217
"36531",1995,29027,29,34105
"36532",1996,29027,29,35196
"36533",1997,29027,29,36328
"36534",1998,29027,29,36929
"36535",1999,29027,29,37499
"36536",2000,29027,29,37904
"36537",2001,29027,29,40925
"36538",2002,29027,29,41494
"36539",2003,29027,29,41972
"36540",2004,29027,29,41928
"36541",2005,29027,29,41570
"36542",2006,29027,29,42491
"36543",2007,29027,29,42933
"36544",2008,29027,29,43223
"36545",2009,29027,29,43588
"36546",2010,29027,29,43727
"36547",2011,29027,29,44338
"36548",2012,29027,29,44332
"36549",2013,29027,29,44458
"36550",2014,29027,29,44535
"36551",1990,29029,29,26980
"36552",1991,29029,29,27607
"36553",1992,29029,29,28069
"36554",1993,29029,29,28724
"36555",1994,29029,29,29596
"36556",1995,29029,29,30573
"36557",1996,29029,29,31561
"36558",1997,29029,29,32594
"36559",1998,29029,29,33235
"36560",1999,29029,29,33936
"36561",2000,29029,29,34596
"36562",2001,29029,29,37228
"36563",2002,29029,29,37356
"36564",2003,29029,29,37794
"36565",2004,29029,29,38004
"36566",2005,29029,29,38390
"36567",2006,29029,29,39070
"36568",2007,29029,29,39863
"36569",2008,29029,29,40402
"36570",2009,29029,29,40711
"36571",2010,29029,29,40705
"36572",2011,29029,29,44034
"36573",2012,29029,29,43600
"36574",2013,29029,29,43870
"36575",2014,29029,29,43839
"36576",1990,29031,29,61419
"36577",1991,29031,29,61759
"36578",1992,29031,29,62499
"36579",1993,29031,29,63551
"36580",1994,29031,29,64106
"36581",1995,29031,29,64438
"36582",1996,29031,29,65066
"36583",1997,29031,29,65723
"36584",1998,29031,29,66001
"36585",1999,29031,29,66229
"36586",2000,29031,29,67200
"36587",2001,29031,29,68792
"36588",2002,29031,29,69231
"36589",2003,29031,29,69514
"36590",2004,29031,29,69813
"36591",2005,29031,29,70622
"36592",2006,29031,29,71141
"36593",2007,29031,29,72149
"36594",2008,29031,29,72643
"36595",2009,29031,29,73217
"36596",2010,29031,29,73957
"36597",2011,29031,29,75870
"36598",2012,29031,29,76630
"36599",2013,29031,29,77080
"36600",2014,29031,29,77530
"36601",1990,29033,29,10795
"36602",1991,29033,29,10730
"36603",1992,29033,29,10610
"36604",1993,29033,29,10644
"36605",1994,29033,29,10627
"36606",1995,29033,29,10391
"36607",1996,29033,29,10323
"36608",1997,29033,29,10244
"36609",1998,29033,29,10220
"36610",1999,29033,29,10201
"36611",2000,29033,29,10108
"36612",2001,29033,29,10275
"36613",2002,29033,29,10179
"36614",2003,29033,29,10172
"36615",2004,29033,29,10100
"36616",2005,29033,29,10055
"36617",2006,29033,29,10071
"36618",2007,29033,29,9929
"36619",2008,29033,29,9838
"36620",2009,29033,29,9705
"36621",2010,29033,29,9535
"36622",2011,29033,29,9275
"36623",2012,29033,29,9249
"36624",2013,29033,29,9095
"36625",2014,29033,29,9121
"36626",1990,29035,29,5501
"36627",1991,29035,29,5534
"36628",1992,29035,29,5672
"36629",1993,29035,29,5703
"36630",1994,29035,29,5870
"36631",1995,29035,29,5934
"36632",1996,29035,29,6012
"36633",1997,29035,29,6170
"36634",1998,29035,29,6328
"36635",1999,29035,29,6382
"36636",2000,29035,29,6292
"36637",2001,29035,29,5945
"36638",2002,29035,29,5870
"36639",2003,29035,29,5879
"36640",2004,29035,29,5908
"36641",2005,29035,29,5875
"36642",2006,29035,29,5877
"36643",2007,29035,29,5874
"36644",2008,29035,29,5936
"36645",2009,29035,29,5913
"36646",2010,29035,29,5870
"36647",2011,29035,29,6292
"36648",2012,29035,29,6309
"36649",2013,29035,29,6253
"36650",2014,29035,29,6304
"36651",1990,29037,29,62509
"36652",1991,29037,29,64208
"36653",1992,29037,29,65959
"36654",1993,29037,29,67429
"36655",1994,29037,29,69349
"36656",1995,29037,29,71771
"36657",1996,29037,29,73945
"36658",1997,29037,29,75735
"36659",1998,29037,29,78056
"36660",1999,29037,29,80572
"36661",2000,29037,29,83099
"36662",2001,29037,29,82603
"36663",2002,29037,29,84665
"36664",2003,29037,29,86955
"36665",2004,29037,29,88480
"36666",2005,29037,29,91367
"36667",2006,29037,29,93269
"36668",2007,29037,29,95379
"36669",2008,29037,29,97900
"36670",2009,29037,29,99281
"36671",2010,29037,29,100184
"36672",2011,29037,29,99697
"36673",2012,29037,29,99927
"36674",2013,29037,29,100439
"36675",2014,29037,29,100744
"36676",1990,29039,29,12062
"36677",1991,29039,29,12124
"36678",1992,29039,29,12095
"36679",1993,29039,29,12104
"36680",1994,29039,29,12241
"36681",1995,29039,29,12582
"36682",1996,29039,29,12873
"36683",1997,29039,29,12979
"36684",1998,29039,29,13067
"36685",1999,29039,29,13195
"36686",2000,29039,29,13395
"36687",2001,29039,29,13733
"36688",2002,29039,29,13861
"36689",2003,29039,29,13816
"36690",2004,29039,29,13819
"36691",2005,29039,29,13859
"36692",2006,29039,29,14019
"36693",2007,29039,29,13897
"36694",2008,29039,29,13789
"36695",2009,29039,29,13700
"36696",2010,29039,29,13544
"36697",2011,29039,29,13989
"36698",2012,29039,29,13839
"36699",2013,29039,29,13834
"36700",2014,29039,29,13947
"36701",1990,29041,29,9268
"36702",1991,29041,29,9182
"36703",1992,29041,29,9081
"36704",1993,29041,29,8933
"36705",1994,29041,29,8886
"36706",1995,29041,29,8832
"36707",1996,29041,29,8839
"36708",1997,29041,29,8780
"36709",1998,29041,29,8806
"36710",1999,29041,29,8654
"36711",2000,29041,29,8557
"36712",2001,29041,29,8409
"36713",2002,29041,29,8255
"36714",2003,29041,29,8236
"36715",2004,29041,29,8127
"36716",2005,29041,29,8088
"36717",2006,29041,29,7982
"36718",2007,29041,29,7885
"36719",2008,29041,29,7755
"36720",2009,29041,29,7671
"36721",2010,29041,29,7594
"36722",2011,29041,29,7849
"36723",2012,29041,29,7744
"36724",2013,29041,29,7683
"36725",2014,29041,29,7664
"36726",1990,29043,29,31335
"36727",1991,29043,29,33011
"36728",1992,29043,29,34657
"36729",1993,29043,29,36145
"36730",1994,29043,29,38324
"36731",1995,29043,29,40497
"36732",1996,29043,29,42765
"36733",1997,29043,29,44911
"36734",1998,29043,29,47009
"36735",1999,29043,29,48982
"36736",2000,29043,29,51353
"36737",2001,29043,29,54951
"36738",2002,29043,29,56931
"36739",2003,29043,29,58865
"36740",2004,29043,29,60925
"36741",2005,29043,29,63523
"36742",2006,29043,29,66406
"36743",2007,29043,29,69960
"36744",2008,29043,29,73287
"36745",2009,29043,29,75646
"36746",2010,29043,29,77455
"36747",2011,29043,29,77887
"36748",2012,29043,29,78709
"36749",2013,29043,29,79781
"36750",2014,29043,29,80803
"36751",1990,29045,29,7686
"36752",1991,29045,29,7521
"36753",1992,29045,29,7529
"36754",1993,29045,29,7550
"36755",1994,29045,29,7524
"36756",1995,29045,29,7412
"36757",1996,29045,29,7488
"36758",1997,29045,29,7499
"36759",1998,29045,29,7502
"36760",1999,29045,29,7449
"36761",2000,29045,29,7367
"36762",2001,29045,29,7389
"36763",2002,29045,29,7433
"36764",2003,29045,29,7366
"36765",2004,29045,29,7274
"36766",2005,29045,29,7231
"36767",2006,29045,29,7211
"36768",2007,29045,29,7192
"36769",2008,29045,29,7200
"36770",2009,29045,29,7160
"36771",2010,29045,29,7127
"36772",2011,29045,29,7137
"36773",2012,29045,29,7041
"36774",2013,29045,29,6987
"36775",2014,29045,29,6923
"36776",1990,29047,29,150719
"36777",1991,29047,29,154161
"36778",1992,29047,29,156844
"36779",1993,29047,29,159109
"36780",1994,29047,29,162040
"36781",1995,29047,29,164702
"36782",1996,29047,29,167138
"36783",1997,29047,29,170466
"36784",1998,29047,29,174033
"36785",1999,29047,29,176428
"36786",2000,29047,29,180111
"36787",2001,29047,29,184820
"36788",2002,29047,29,189229
"36789",2003,29047,29,193068
"36790",2004,29047,29,196380
"36791",2005,29047,29,200686
"36792",2006,29047,29,205614
"36793",2007,29047,29,212394
"36794",2008,29047,29,218244
"36795",2009,29047,29,223370
"36796",2010,29047,29,228358
"36797",2011,29047,29,222696
"36798",2012,29047,29,225148
"36799",2013,29047,29,227689
"36800",2014,29047,29,230706
"36801",1990,29049,29,16381
"36802",1991,29049,29,16666
"36803",1992,29049,29,16874
"36804",1993,29049,29,17072
"36805",1994,29049,29,17235
"36806",1995,29049,29,17450
"36807",1996,29049,29,17883
"36808",1997,29049,29,18141
"36809",1998,29049,29,18669
"36810",1999,29049,29,19050
"36811",2000,29049,29,19522
"36812",2001,29049,29,19031
"36813",2002,29049,29,19394
"36814",2003,29049,29,19580
"36815",2004,29049,29,20112
"36816",2005,29049,29,20520
"36817",2006,29049,29,20530
"36818",2007,29049,29,20515
"36819",2008,29049,29,20979
"36820",2009,29049,29,21022
"36821",2010,29049,29,21002
"36822",2011,29049,29,20749
"36823",2012,29049,29,20671
"36824",2013,29049,29,20505
"36825",2014,29049,29,20503
"36826",1990,29051,29,63210
"36827",1991,29051,29,63752
"36828",1992,29051,29,64751
"36829",1993,29051,29,65434
"36830",1994,29051,29,65974
"36831",1995,29051,29,67102
"36832",1996,29051,29,67726
"36833",1997,29051,29,68208
"36834",1998,29051,29,68785
"36835",1999,29051,29,69227
"36836",2000,29051,29,69512
"36837",2001,29051,29,71479
"36838",2002,29051,29,71613
"36839",2003,29051,29,72053
"36840",2004,29051,29,72571
"36841",2005,29051,29,72171
"36842",2006,29051,29,72579
"36843",2007,29051,29,73113
"36844",2008,29051,29,73587
"36845",2009,29051,29,74388
"36846",2010,29051,29,75018
"36847",2011,29051,29,76116
"36848",2012,29051,29,76431
"36849",2013,29051,29,76377
"36850",2014,29051,29,76649
"36851",1990,29053,29,15009
"36852",1991,29053,29,14825
"36853",1992,29053,29,14868
"36854",1993,29053,29,15045
"36855",1994,29053,29,15485
"36856",1995,29053,29,15762
"36857",1996,29053,29,15902
"36858",1997,29053,29,16016
"36859",1998,29053,29,16051
"36860",1999,29053,29,16041
"36861",2000,29053,29,16153
"36862",2001,29053,29,16702
"36863",2002,29053,29,16661
"36864",2003,29053,29,16944
"36865",2004,29053,29,16904
"36866",2005,29053,29,17110
"36867",2006,29053,29,17273
"36868",2007,29053,29,17416
"36869",2008,29053,29,17544
"36870",2009,29053,29,17326
"36871",2010,29053,29,17298
"36872",2011,29053,29,17589
"36873",2012,29053,29,17573
"36874",2013,29053,29,17529
"36875",2014,29053,29,17650
"36876",1990,29055,29,19029
"36877",1991,29055,29,19235
"36878",1992,29055,29,19658
"36879",1993,29055,29,19841
"36880",1994,29055,29,20353
"36881",1995,29055,29,20861
"36882",1996,29055,29,21365
"36883",1997,29055,29,21722
"36884",1998,29055,29,21963
"36885",1999,29055,29,22295
"36886",2000,29055,29,22427
"36887",2001,29055,29,22830
"36888",2002,29055,29,22784
"36889",2003,29055,29,23227
"36890",2004,29055,29,23423
"36891",2005,29055,29,23505
"36892",2006,29055,29,23610
"36893",2007,29055,29,23742
"36894",2008,29055,29,23981
"36895",2009,29055,29,23877
"36896",2010,29055,29,23915
"36897",2011,29055,29,24610
"36898",2012,29055,29,24814
"36899",2013,29055,29,24774
"36900",2014,29055,29,24554
"36901",1990,29057,29,7463
"36902",1991,29057,29,7438
"36903",1992,29057,29,7468
"36904",1993,29057,29,7534
"36905",1994,29057,29,7652
"36906",1995,29057,29,7859
"36907",1996,29057,29,7943
"36908",1997,29057,29,7890
"36909",1998,29057,29,7904
"36910",1999,29057,29,7840
"36911",2000,29057,29,7939
"36912",2001,29057,29,7906
"36913",2002,29057,29,7852
"36914",2003,29057,29,7771
"36915",2004,29057,29,7703
"36916",2005,29057,29,7643
"36917",2006,29057,29,7597
"36918",2007,29057,29,7601
"36919",2008,29057,29,7538
"36920",2009,29057,29,7465
"36921",2010,29057,29,7316
"36922",2011,29057,29,7862
"36923",2012,29057,29,7777
"36924",2013,29057,29,7566
"36925",2014,29057,29,7559
"36926",1990,29059,29,12448
"36927",1991,29059,29,12728
"36928",1992,29059,29,13016
"36929",1993,29059,29,13197
"36930",1994,29059,29,13676
"36931",1995,29059,29,14209
"36932",1996,29059,29,14608
"36933",1997,29059,29,14764
"36934",1998,29059,29,15066
"36935",1999,29059,29,15314
"36936",2000,29059,29,15570
"36937",2001,29059,29,15689
"36938",2002,29059,29,15734
"36939",2003,29059,29,15830
"36940",2004,29059,29,15936
"36941",2005,29059,29,16166
"36942",2006,29059,29,16202
"36943",2007,29059,29,16446
"36944",2008,29059,29,16809
"36945",2009,29059,29,16799
"36946",2010,29059,29,16637
"36947",2011,29059,29,16731
"36948",2012,29059,29,16762
"36949",2013,29059,29,16775
"36950",2014,29059,29,16504
"36951",1990,29061,29,7972
"36952",1991,29061,29,7861
"36953",1992,29061,29,7902
"36954",1993,29061,29,7754
"36955",1994,29061,29,7795
"36956",1995,29061,29,7666
"36957",1996,29061,29,7926
"36958",1997,29061,29,7820
"36959",1998,29061,29,7788
"36960",1999,29061,29,7901
"36961",2000,29061,29,8051
"36962",2001,29061,29,7995
"36963",2002,29061,29,7935
"36964",2003,29061,29,7967
"36965",2004,29061,29,8010
"36966",2005,29061,29,8076
"36967",2006,29061,29,8040
"36968",2007,29061,29,8099
"36969",2008,29061,29,8045
"36970",2009,29061,29,8041
"36971",2010,29061,29,8078
"36972",2011,29061,29,8453
"36973",2012,29061,29,8322
"36974",2013,29061,29,8271
"36975",2014,29061,29,8277
"36976",1990,29063,29,9884
"36977",1991,29063,29,9970
"36978",1992,29063,29,9985
"36979",1993,29063,29,9969
"36980",1994,29063,29,10179
"36981",1995,29063,29,10236
"36982",1996,29063,29,11013
"36983",1997,29063,29,11048
"36984",1998,29063,29,11053
"36985",1999,29063,29,11210
"36986",2000,29063,29,11288
"36987",2001,29063,29,13108
"36988",2002,29063,29,13009
"36989",2003,29063,29,12992
"36990",2004,29063,29,12999
"36991",2005,29063,29,12353
"36992",2006,29063,29,12248
"36993",2007,29063,29,12330
"36994",2008,29063,29,12302
"36995",2009,29063,29,12181
"36996",2010,29063,29,12112
"36997",2011,29063,29,12878
"36998",2012,29063,29,12914
"36999",2013,29063,29,12874
"37000",2014,29063,29,12762
"37001",1990,29065,29,13739
"37002",1991,29065,29,13723
"37003",1992,29065,29,13736
"37004",1993,29065,29,13697
"37005",1994,29065,29,13875
"37006",1995,29065,29,13889
"37007",1996,29065,29,14058
"37008",1997,29065,29,14059
"37009",1998,29065,29,14096
"37010",1999,29065,29,14134
"37011",2000,29065,29,14257
"37012",2001,29065,29,14934
"37013",2002,29065,29,15031
"37014",2003,29065,29,14831
"37015",2004,29065,29,14887
"37016",2005,29065,29,14944
"37017",2006,29065,29,14984
"37018",2007,29065,29,15090
"37019",2008,29065,29,14986
"37020",2009,29065,29,15079
"37021",2010,29065,29,15042
"37022",2011,29065,29,15718
"37023",2012,29065,29,15602
"37024",2013,29065,29,15665
"37025",2014,29065,29,15766
"37026",1990,29067,29,11802
"37027",1991,29067,29,11902
"37028",1992,29067,29,11881
"37029",1993,29067,29,11839
"37030",1994,29067,29,11788
"37031",1995,29067,29,12146
"37032",1996,29067,29,12224
"37033",1997,29067,29,12250
"37034",1998,29067,29,12292
"37035",1999,29067,29,12443
"37036",2000,29067,29,12421
"37037",2001,29067,29,13099
"37038",2002,29067,29,13050
"37039",2003,29067,29,13227
"37040",2004,29067,29,13161
"37041",2005,29067,29,13264
"37042",2006,29067,29,13333
"37043",2007,29067,29,13401
"37044",2008,29067,29,13426
"37045",2009,29067,29,13584
"37046",2010,29067,29,13608
"37047",2011,29067,29,13645
"37048",2012,29067,29,13625
"37049",2013,29067,29,13598
"37050",2014,29067,29,13463
"37051",1990,29069,29,33212
"37052",1991,29069,29,33127
"37053",1992,29069,29,32827
"37054",1993,29069,29,32925
"37055",1994,29069,29,32939
"37056",1995,29069,29,32764
"37057",1996,29069,29,32814
"37058",1997,29069,29,33028
"37059",1998,29069,29,32848
"37060",1999,29069,29,32707
"37061",2000,29069,29,32526
"37062",2001,29069,29,33108
"37063",2002,29069,29,32873
"37064",2003,29069,29,32639
"37065",2004,29069,29,32373
"37066",2005,29069,29,31974
"37067",2006,29069,29,32023
"37068",2007,29069,29,31733
"37069",2008,29069,29,31518
"37070",2009,29069,29,31326
"37071",2010,29069,29,31039
"37072",2011,29069,29,31952
"37073",2012,29069,29,32031
"37074",2013,29069,29,31872
"37075",2014,29069,29,31692
"37076",1990,29071,29,79431
"37077",1991,29071,29,81018
"37078",1992,29071,29,82211
"37079",1993,29071,29,83265
"37080",1994,29071,29,84258
"37081",1995,29071,29,85624
"37082",1996,29071,29,87630
"37083",1997,29071,29,89423
"37084",1998,29071,29,90785
"37085",1999,29071,29,91852
"37086",2000,29071,29,93128
"37087",2001,29071,29,94059
"37088",2002,29071,29,94857
"37089",2003,29071,29,95715
"37090",2004,29071,29,96329
"37091",2005,29071,29,97274
"37092",2006,29071,29,98159
"37093",2007,29071,29,99046
"37094",2008,29071,29,99997
"37095",2009,29071,29,100867
"37096",2010,29071,29,101263
"37097",2011,29071,29,101537
"37098",2012,29071,29,101648
"37099",2013,29071,29,101386
"37100",2014,29071,29,101757
"37101",1990,29073,29,13816
"37102",1991,29073,29,14053
"37103",1992,29073,29,14111
"37104",1993,29073,29,14203
"37105",1994,29073,29,14377
"37106",1995,29073,29,14341
"37107",1996,29073,29,14435
"37108",1997,29073,29,14617
"37109",1998,29073,29,14900
"37110",1999,29073,29,14824
"37111",2000,29073,29,14975
"37112",2001,29073,29,15370
"37113",2002,29073,29,15386
"37114",2003,29073,29,15391
"37115",2004,29073,29,15430
"37116",2005,29073,29,15427
"37117",2006,29073,29,15466
"37118",2007,29073,29,15421
"37119",2008,29073,29,15393
"37120",2009,29073,29,15253
"37121",2010,29073,29,15096
"37122",2011,29073,29,15221
"37123",2012,29073,29,15104
"37124",2013,29073,29,14980
"37125",2014,29073,29,14899
"37126",1990,29075,29,6942
"37127",1991,29075,29,6845
"37128",1992,29075,29,6817
"37129",1993,29075,29,6833
"37130",1994,29075,29,6802
"37131",1995,29075,29,6852
"37132",1996,29075,29,6807
"37133",1997,29075,29,6891
"37134",1998,29075,29,6891
"37135",1999,29075,29,6923
"37136",2000,29075,29,6872
"37137",2001,29075,29,6850
"37138",2002,29075,29,6775
"37139",2003,29075,29,6610
"37140",2004,29075,29,6480
"37141",2005,29075,29,6453
"37142",2006,29075,29,6390
"37143",2007,29075,29,6316
"37144",2008,29075,29,6227
"37145",2009,29075,29,6205
"37146",2010,29075,29,6108
"37147",2011,29075,29,6732
"37148",2012,29075,29,6820
"37149",2013,29075,29,6799
"37150",2014,29075,29,6783
"37151",1990,29077,29,205902
"37152",1991,29077,29,208566
"37153",1992,29077,29,211260
"37154",1993,29077,29,214998
"37155",1994,29077,29,218455
"37156",1995,29077,29,222027
"37157",1996,29077,29,224215
"37158",1997,29077,29,224236
"37159",1998,29077,29,225593
"37160",1999,29077,29,226574
"37161",2000,29077,29,227002
"37162",2001,29077,29,240814
"37163",2002,29077,29,242682
"37164",2003,29077,29,244733
"37165",2004,29077,29,247583
"37166",2005,29077,29,250898
"37167",2006,29077,29,254454
"37168",2007,29077,29,259653
"37169",2008,29077,29,263800
"37170",2009,29077,29,266898
"37171",2010,29077,29,269630
"37172",2011,29077,29,275377
"37173",2012,29077,29,277386
"37174",2013,29077,29,280686
"37175",2014,29077,29,283970
"37176",1990,29079,29,10704
"37177",1991,29079,29,10493
"37178",1992,29079,29,10521
"37179",1993,29079,29,10484
"37180",1994,29079,29,10439
"37181",1995,29079,29,10366
"37182",1996,29079,29,10407
"37183",1997,29079,29,10267
"37184",1998,29079,29,10218
"37185",1999,29079,29,10189
"37186",2000,29079,29,10134
"37187",2001,29079,29,10415
"37188",2002,29079,29,10335
"37189",2003,29079,29,10158
"37190",2004,29079,29,10203
"37191",2005,29079,29,10106
"37192",2006,29079,29,10170
"37193",2007,29079,29,10071
"37194",2008,29079,29,10070
"37195",2009,29079,29,10083
"37196",2010,29079,29,10047
"37197",2011,29079,29,10260
"37198",2012,29079,29,10251
"37199",2013,29079,29,10323
"37200",2014,29079,29,10366
"37201",1990,29081,29,8587
"37202",1991,29081,29,8452
"37203",1992,29081,29,8433
"37204",1993,29081,29,8433
"37205",1994,29081,29,8441
"37206",1995,29081,29,8331
"37207",1996,29081,29,8259
"37208",1997,29081,29,8332
"37209",1998,29081,29,8435
"37210",1999,29081,29,8466
"37211",2000,29081,29,8413
"37212",2001,29081,29,8864
"37213",2002,29081,29,8751
"37214",2003,29081,29,8719
"37215",2004,29081,29,8713
"37216",2005,29081,29,8653
"37217",2006,29081,29,8765
"37218",2007,29081,29,8718
"37219",2008,29081,29,8762
"37220",2009,29081,29,8738
"37221",2010,29081,29,8769
"37222",2011,29081,29,8952
"37223",2012,29081,29,8906
"37224",2013,29081,29,8741
