"","V1","V2","V3","V4"
"11722",2011,13227,13,29458
"11723",2012,13227,13,29468
"11724",2013,13227,13,29316
"11725",2014,13227,13,29509
"11726",1990,13229,13,13104
"11727",1991,13229,13,13407
"11728",1992,13229,13,13473
"11729",1993,13229,13,13610
"11730",1994,13229,13,13993
"11731",1995,13229,13,14439
"11732",1996,13229,13,14803
"11733",1997,13229,13,15250
"11734",1998,13229,13,15503
"11735",1999,13229,13,15763
"11736",2000,13229,13,15804
"11737",2001,13229,13,15697
"11738",2002,13229,13,15808
"11739",2003,13229,13,15989
"11740",2004,13229,13,16239
"11741",2005,13229,13,16713
"11742",2006,13229,13,17129
"11743",2007,13229,13,17412
"11744",2008,13229,13,17851
"11745",2009,13229,13,18176
"11746",2010,13229,13,18580
"11747",2011,13229,13,18802
"11748",2012,13229,13,18723
"11749",2013,13229,13,18835
"11750",2014,13229,13,18948
"11751",1990,13231,13,10002
"11752",1991,13231,13,10313
"11753",1992,13231,13,10535
"11754",1993,13231,13,10501
"11755",1994,13231,13,10575
"11756",1995,13231,13,10938
"11757",1996,13231,13,11341
"11758",1997,13231,13,11651
"11759",1998,13231,13,12196
"11760",1999,13231,13,12667
"11761",2000,13231,13,13104
"11762",2001,13231,13,13798
"11763",2002,13231,13,14036
"11764",2003,13231,13,14610
"11765",2004,13231,13,15020
"11766",2005,13231,13,15574
"11767",2006,13231,13,15968
"11768",2007,13231,13,16602
"11769",2008,13231,13,17193
"11770",2009,13231,13,17578
"11771",2010,13231,13,17721
"11772",2011,13231,13,17918
"11773",2012,13231,13,17802
"11774",2013,13231,13,17804
"11775",2014,13231,13,17796
"11776",1990,13233,13,33919
"11777",1991,13233,13,33839
"11778",1992,13233,13,34126
"11779",1993,13233,13,34282
"11780",1994,13233,13,34244
"11781",1995,13233,13,34587
"11782",1996,13233,13,34844
"11783",1997,13233,13,35308
"11784",1998,13233,13,35879
"11785",1999,13233,13,36280
"11786",2000,13233,13,36627
"11787",2001,13233,13,38258
"11788",2002,13233,13,38783
"11789",2003,13233,13,39409
"11790",2004,13233,13,39616
"11791",2005,13233,13,39950
"11792",2006,13233,13,40300
"11793",2007,13233,13,40946
"11794",2008,13233,13,41447
"11795",2009,13233,13,42081
"11796",2010,13233,13,42298
"11797",2011,13233,13,41532
"11798",2012,13233,13,41283
"11799",2013,13233,13,41127
"11800",2014,13233,13,41177
"11801",1990,13235,13,8160
"11802",1991,13235,13,8122
"11803",1992,13235,13,8051
"11804",1993,13235,13,8088
"11805",1994,13235,13,8196
"11806",1995,13235,13,8247
"11807",1996,13235,13,8233
"11808",1997,13235,13,8238
"11809",1998,13235,13,8303
"11810",1999,13235,13,8412
"11811",2000,13235,13,8359
"11812",2001,13235,13,9579
"11813",2002,13235,13,9608
"11814",2003,13235,13,9664
"11815",2004,13235,13,9660
"11816",2005,13235,13,9708
"11817",2006,13235,13,9650
"11818",2007,13235,13,9761
"11819",2008,13235,13,9803
"11820",2009,13235,13,9778
"11821",2010,13235,13,9897
"11822",2011,13235,13,11919
"11823",2012,13235,13,11851
"11824",2013,13235,13,11680
"11825",2014,13235,13,11531
"11826",1990,13237,13,13682
"11827",1991,13237,13,14261
"11828",1992,13237,13,14679
"11829",1993,13237,13,14929
"11830",1994,13237,13,15272
"11831",1995,13237,13,15568
"11832",1996,13237,13,16006
"11833",1997,13237,13,16508
"11834",1998,13237,13,16877
"11835",1999,13237,13,17561
"11836",2000,13237,13,18199
"11837",2001,13237,13,18859
"11838",2002,13237,13,19104
"11839",2003,13237,13,19229
"11840",2004,13237,13,19272
"11841",2005,13237,13,19511
"11842",2006,13237,13,19623
"11843",2007,13237,13,19893
"11844",2008,13237,13,20264
"11845",2009,13237,13,20450
"11846",2010,13237,13,20495
"11847",2011,13237,13,21208
"11848",2012,13237,13,21261
"11849",2013,13237,13,21161
"11850",2014,13237,13,21310
"11851",1990,13239,13,2245
"11852",1991,13239,13,2212
"11853",1992,13239,13,2237
"11854",1993,13239,13,2245
"11855",1994,13239,13,2293
"11856",1995,13239,13,2346
"11857",1996,13239,13,2386
"11858",1997,13239,13,2459
"11859",1998,13239,13,2470
"11860",1999,13239,13,2488
"11861",2000,13239,13,2449
"11862",2001,13239,13,2603
"11863",2002,13239,13,2629
"11864",2003,13239,13,2584
"11865",2004,13239,13,2526
"11866",2005,13239,13,2520
"11867",2006,13239,13,2599
"11868",2007,13239,13,2641
"11869",2008,13239,13,2649
"11870",2009,13239,13,2685
"11871",2010,13239,13,2659
"11872",2011,13239,13,2505
"11873",2012,13239,13,2459
"11874",2013,13239,13,2398
"11875",2014,13239,13,2366
"11876",1990,13241,13,11498
"11877",1991,13241,13,11698
"11878",1992,13241,13,11807
"11879",1993,13241,13,11900
"11880",1994,13241,13,12067
"11881",1995,13241,13,12241
"11882",1996,13241,13,12681
"11883",1997,13241,13,13046
"11884",1998,13241,13,13249
"11885",1999,13241,13,13380
"11886",2000,13241,13,13687
"11887",2001,13241,13,15085
"11888",2002,13241,13,15388
"11889",2003,13241,13,15554
"11890",2004,13241,13,15818
"11891",2005,13241,13,15935
"11892",2006,13241,13,16150
"11893",2007,13241,13,16329
"11894",2008,13241,13,16564
"11895",2009,13241,13,16666
"11896",2010,13241,13,16611
"11897",2011,13241,13,16258
"11898",2012,13241,13,16279
"11899",2013,13241,13,16307
"11900",2014,13241,13,16247
"11901",1990,13243,13,8127
"11902",1991,13243,13,8022
"11903",1992,13243,13,8132
"11904",1993,13243,13,8082
"11905",1994,13243,13,8116
"11906",1995,13243,13,8076
"11907",1996,13243,13,8020
"11908",1997,13243,13,7956
"11909",1998,13243,13,7946
"11910",1999,13243,13,7954
"11911",2000,13243,13,8012
"11912",2001,13243,13,7757
"11913",2002,13243,13,7685
"11914",2003,13243,13,7583
"11915",2004,13243,13,7469
"11916",2005,13243,13,7432
"11917",2006,13243,13,7332
"11918",2007,13243,13,7345
"11919",2008,13243,13,7284
"11920",2009,13243,13,7156
"11921",2010,13243,13,7180
"11922",2011,13243,13,7672
"11923",2012,13243,13,7579
"11924",2013,13243,13,7308
"11925",2014,13243,13,7185
"11926",1990,13245,13,188152
"11927",1991,13245,13,190442
"11928",1992,13245,13,194745
"11929",1993,13245,13,201734
"11930",1994,13245,13,195835
"11931",1995,13245,13,195976
"11932",1996,13245,13,194569
"11933",1997,13245,13,192397
"11934",1998,13245,13,191680
"11935",1999,13245,13,191374
"11936",2000,13245,13,190310
"11937",2001,13245,13,199663
"11938",2002,13245,13,199579
"11939",2003,13245,13,199092
"11940",2004,13245,13,198345
"11941",2005,13245,13,197895
"11942",2006,13245,13,196821
"11943",2007,13245,13,197172
"11944",2008,13245,13,197322
"11945",2009,13245,13,199311
"11946",2010,13245,13,199768
"11947",2011,13245,13,201015
"11948",2012,13245,13,200595
"11949",2013,13245,13,201966
"11950",2014,13245,13,201276
"11951",1990,13247,13,52316
"11952",1991,13247,13,54648
"11953",1992,13247,13,56880
"11954",1993,13247,13,58786
"11955",1994,13247,13,60341
"11956",1995,13247,13,61905
"11957",1996,13247,13,64305
"11958",1997,13247,13,65389
"11959",1998,13247,13,66956
"11960",1999,13247,13,68278
"11961",2000,13247,13,68968
"11962",2001,13247,13,70566
"11963",2002,13247,13,71712
"11964",2003,13247,13,72987
"11965",2004,13247,13,74656
"11966",2005,13247,13,76330
"11967",2006,13247,13,77810
"11968",2007,13247,13,79605
"11969",2008,13247,13,81835
"11970",2009,13247,13,83400
"11971",2010,13247,13,84569
"11972",2011,13247,13,85425
"11973",2012,13247,13,85601
"11974",2013,13247,13,85684
"11975",2014,13247,13,86815
"11976",1990,13249,13,3560
"11977",1991,13249,13,3594
"11978",1992,13249,13,3581
"11979",1993,13249,13,3586
"11980",1994,13249,13,3612
"11981",1995,13249,13,3702
"11982",1996,13249,13,3732
"11983",1997,13249,13,3811
"11984",1998,13249,13,3839
"11985",1999,13249,13,3953
"11986",2000,13249,13,3949
"11987",2001,13249,13,3783
"11988",2002,13249,13,3793
"11989",2003,13249,13,3793
"11990",2004,13249,13,3789
"11991",2005,13249,13,3818
"11992",2006,13249,13,3942
"11993",2007,13249,13,3977
"11994",2008,13249,13,4125
"11995",2009,13249,13,4277
"11996",2010,13249,13,4325
"11997",2011,13249,13,5021
"11998",2012,13249,13,5025
"11999",2013,13249,13,4989
"12000",2014,13249,13,5072
"12001",1990,13251,13,14134
"12002",1991,13251,13,13812
"12003",1992,13251,13,13747
"12004",1993,13251,13,13764
"12005",1994,13251,13,14006
"12006",1995,13251,13,14035
"12007",1996,13251,13,14143
"12008",1997,13251,13,14216
"12009",1998,13251,13,14398
"12010",1999,13251,13,14451
"12011",2000,13251,13,14463
"12012",2001,13251,13,15370
"12013",2002,13251,13,15115
"12014",2003,13251,13,15327
"12015",2004,13251,13,15160
"12016",2005,13251,13,15186
"12017",2006,13251,13,15185
"12018",2007,13251,13,15024
"12019",2008,13251,13,15047
"12020",2009,13251,13,15076
"12021",2010,13251,13,15054
"12022",2011,13251,13,14511
"12023",2012,13251,13,14393
"12024",2013,13251,13,14200
"12025",2014,13251,13,14216
"12026",1990,13253,13,8965
"12027",1991,13253,13,9015
"12028",1992,13253,13,9105
"12029",1993,13253,13,9110
"12030",1994,13253,13,9195
"12031",1995,13253,13,9325
"12032",1996,13253,13,9161
"12033",1997,13253,13,9427
"12034",1998,13253,13,9624
"12035",1999,13253,13,9762
"12036",2000,13253,13,9803
"12037",2001,13253,13,9361
"12038",2002,13253,13,9287
"12039",2003,13253,13,9290
"12040",2004,13253,13,9155
"12041",2005,13253,13,9205
"12042",2006,13253,13,9083
"12043",2007,13253,13,9049
"12044",2008,13253,13,9012
"12045",2009,13253,13,9101
"12046",2010,13253,13,9094
"12047",2011,13253,13,8733
"12048",2012,13253,13,8782
"12049",2013,13253,13,8915
"12050",2014,13253,13,8903
"12051",1990,13255,13,53887
"12052",1991,13255,13,54704
"12053",1992,13255,13,55472
"12054",1993,13255,13,56096
"12055",1994,13255,13,56605
"12056",1995,13255,13,56799
"12057",1996,13255,13,57017
"12058",1997,13255,13,57394
"12059",1998,13255,13,57442
"12060",1999,13255,13,57603
"12061",2000,13255,13,57825
"12062",2001,13255,13,58486
"12063",2002,13255,13,59001
"12064",2003,13255,13,59868
"12065",2004,13255,13,60369
"12066",2005,13255,13,60744
"12067",2006,13255,13,61278
"12068",2007,13255,13,62232
"12069",2008,13255,13,63056
"12070",2009,13255,13,64089
"12071",2010,13255,13,64708
"12072",2011,13255,13,64085
"12073",2012,13255,13,64118
"12074",2013,13255,13,63799
"12075",2014,13255,13,63741
"12076",1990,13257,13,23219
"12077",1991,13257,13,23477
"12078",1992,13257,13,23764
"12079",1993,13257,13,24045
"12080",1994,13257,13,24407
"12081",1995,13257,13,24664
"12082",1996,13257,13,24968
"12083",1997,13257,13,25198
"12084",1998,13257,13,25234
"12085",1999,13257,13,25358
"12086",2000,13257,13,25332
"12087",2001,13257,13,25476
"12088",2002,13257,13,25564
"12089",2003,13257,13,25586
"12090",2004,13257,13,25336
"12091",2005,13257,13,25146
"12092",2006,13257,13,25074
"12093",2007,13257,13,25155
"12094",2008,13257,13,25214
"12095",2009,13257,13,25566
"12096",2010,13257,13,25700
"12097",2011,13257,13,26155
"12098",2012,13257,13,25751
"12099",2013,13257,13,25725
"12100",2014,13257,13,25595
"12101",1990,13259,13,5659
"12102",1991,13259,13,5653
"12103",1992,13259,13,5560
"12104",1993,13259,13,5534
"12105",1994,13259,13,5522
"12106",1995,13259,13,5454
"12107",1996,13259,13,5440
"12108",1997,13259,13,5492
"12109",1998,13259,13,5417
"12110",1999,13259,13,5410
"12111",2000,13259,13,5374
"12112",2001,13259,13,5255
"12113",2002,13259,13,5172
"12114",2003,13259,13,5097
"12115",2004,13259,13,4986
"12116",2005,13259,13,4896
"12117",2006,13259,13,4795
"12118",2007,13259,13,4676
"12119",2008,13259,13,4589
"12120",2009,13259,13,4572
"12121",2010,13259,13,4558
"12122",2011,13259,13,6110
"12123",2012,13259,13,6070
"12124",2013,13259,13,6090
"12125",2014,13259,13,5484
"12126",1990,13261,13,30186
"12127",1991,13261,13,30296
"12128",1992,13261,13,30550
"12129",1993,13261,13,30809
"12130",1994,13261,13,31142
"12131",1995,13261,13,31168
"12132",1996,13261,13,31060
"12133",1997,13261,13,31471
"12134",1998,13261,13,31500
"12135",1999,13261,13,31288
"12136",2000,13261,13,31362
"12137",2001,13261,13,33253
"12138",2002,13261,13,33211
"12139",2003,13261,13,33088
"12140",2004,13261,13,32997
"12141",2005,13261,13,32687
"12142",2006,13261,13,32362
"12143",2007,13261,13,32504
"12144",2008,13261,13,32560
"12145",2009,13261,13,32307
"12146",2010,13261,13,32084
"12147",2011,13261,13,32707
"12148",2012,13261,13,32095
"12149",2013,13261,13,31631
"12150",2014,13261,13,31357
"12151",1990,13263,13,6539
"12152",1991,13263,13,6539
"12153",1992,13263,13,6573
"12154",1993,13263,13,6659
"12155",1994,13263,13,6740
"12156",1995,13263,13,6652
"12157",1996,13263,13,6644
"12158",1997,13263,13,6744
"12159",1998,13263,13,6903
"12160",1999,13263,13,6977
"12161",2000,13263,13,6969
"12162",2001,13263,13,6535
"12163",2002,13263,13,6586
"12164",2003,13263,13,6600
"12165",2004,13263,13,6483
"12166",2005,13263,13,6521
"12167",2006,13263,13,6585
"12168",2007,13263,13,6561
"12169",2008,13263,13,6568
"12170",2009,13263,13,6412
"12171",2010,13263,13,6355
"12172",2011,13263,13,6834
"12173",2012,13263,13,6760
"12174",2013,13263,13,6538
"12175",2014,13263,13,6449
"12176",1990,13265,13,1956
"12177",1991,13265,13,1904
"12178",1992,13265,13,1847
"12179",1993,13265,13,1813
"12180",1994,13265,13,1787
"12181",1995,13265,13,1792
"12182",1996,13265,13,1831
"12183",1997,13265,13,1878
"12184",1998,13265,13,1881
"12185",1999,13265,13,1917
"12186",2000,13265,13,1924
"12187",2001,13265,13,2079
"12188",2002,13265,13,2033
"12189",2003,13265,13,2039
"12190",2004,13265,13,1921
"12191",2005,13265,13,1901
"12192",2006,13265,13,1854
"12193",2007,13265,13,1861
"12194",2008,13265,13,1848
"12195",2009,13265,13,1826
"12196",2010,13265,13,1812
"12197",2011,13265,13,1708
"12198",2012,13265,13,1715
"12199",2013,13265,13,1681
"12200",2014,13265,13,1693
"12201",1990,13267,13,17803
"12202",1991,13267,13,17739
"12203",1992,13267,13,17850
"12204",1993,13267,13,18005
"12205",1994,13267,13,18072
"12206",1995,13267,13,18219
"12207",1996,13267,13,18587
"12208",1997,13267,13,18738
"12209",1998,13267,13,19053
"12210",1999,13267,13,19039
"12211",2000,13267,13,19171
"12212",2001,13267,13,22313
"12213",2002,13267,13,22159
"12214",2003,13267,13,22121
"12215",2004,13267,13,22255
"12216",2005,13267,13,22733
"12217",2006,13267,13,22820
"12218",2007,13267,13,22996
"12219",2008,13267,13,22976
"12220",2009,13267,13,23263
"12221",2010,13267,13,24493
"12222",2011,13267,13,25491
"12223",2012,13267,13,25281
"12224",2013,13267,13,25305
"12225",2014,13267,13,25477
"12226",1990,13269,13,7575
"12227",1991,13269,13,7674
"12228",1992,13269,13,7618
"12229",1993,13269,13,7644
"12230",1994,13269,13,7677
"12231",1995,13269,13,7867
"12232",1996,13269,13,8024
"12233",1997,13269,13,8136
"12234",1998,13269,13,8170
"12235",1999,13269,13,8228
"12236",2000,13269,13,8287
"12237",2001,13269,13,8818
"12238",2002,13269,13,8744
"12239",2003,13269,13,8798
"12240",2004,13269,13,8806
"12241",2005,13269,13,8803
"12242",2006,13269,13,8708
"12243",2007,13269,13,8611
"12244",2008,13269,13,8655
"12245",2009,13269,13,8707
"12246",2010,13269,13,8587
"12247",2011,13269,13,8781
"12248",2012,13269,13,8478
"12249",2013,13269,13,8381
"12250",2014,13269,13,8441
"12251",1990,13271,13,11111
"12252",1991,13271,13,10994
"12253",1992,13271,13,11053
"12254",1993,13271,13,11593
"12255",1994,13271,13,11308
"12256",1995,13271,13,11564
"12257",1996,13271,13,11577
"12258",1997,13271,13,11573
"12259",1998,13271,13,11451
"12260",1999,13271,13,11537
"12261",2000,13271,13,11406
"12262",2001,13271,13,11797
"12263",2002,13271,13,11723
"12264",2003,13271,13,11564
"12265",2004,13271,13,12758
"12266",2005,13271,13,13194
"12267",2006,13271,13,13227
"12268",2007,13271,13,13176
"12269",2008,13271,13,13298
"12270",2009,13271,13,13235
"12271",2010,13271,13,12792
"12272",2011,13271,13,16494
"12273",2012,13271,13,16317
"12274",2013,13271,13,16429
"12275",2014,13271,13,16705
"12276",1990,13273,13,10816
"12277",1991,13273,13,10632
"12278",1992,13273,13,10566
"12279",1993,13273,13,10523
"12280",1994,13273,13,10716
"12281",1995,13273,13,10896
"12282",1996,13273,13,10989
"12283",1997,13273,13,11070
"12284",1998,13273,13,11089
"12285",1999,13273,13,11142
"12286",2000,13273,13,11205
"12287",2001,13273,13,10968
"12288",2002,13273,13,10950
"12289",2003,13273,13,10823
"12290",2004,13273,13,10897
"12291",2005,13273,13,10792
"12292",2006,13273,13,10545
"12293",2007,13273,13,10430
"12294",2008,13273,13,10258
"12295",2009,13273,13,10268
"12296",2010,13273,13,10320
"12297",2011,13273,13,9525
"12298",2012,13273,13,9398
"12299",2013,13273,13,9247
"12300",2014,13273,13,9214
"12301",1990,13275,13,39220
"12302",1991,13275,13,38916
"12303",1992,13275,13,39082
"12304",1993,13275,13,39472
"12305",1994,13275,13,39649
"12306",1995,13275,13,40108
"12307",1996,13275,13,41228
"12308",1997,13275,13,41762
"12309",1998,13275,13,42573
"12310",1999,13275,13,42891
"12311",2000,13275,13,42896
"12312",2001,13275,13,42815
"12313",2002,13275,13,42880
"12314",2003,13275,13,42916
"12315",2004,13275,13,43427
"12316",2005,13275,13,43366
"12317",2006,13275,13,44273
"12318",2007,13275,13,44764
"12319",2008,13275,13,45301
"12320",2009,13275,13,45849
"12321",2010,13275,13,46188
"12322",2011,13275,13,44742
"12323",2012,13275,13,44588
"12324",2013,13275,13,44530
"12325",2014,13275,13,44848
"12326",1990,13277,13,34948
"12327",1991,13277,13,35036
"12328",1992,13277,13,35355
"12329",1993,13277,13,35592
"12330",1994,13277,13,35401
"12331",1995,13277,13,35707
"12332",1996,13277,13,36248
"12333",1997,13277,13,36488
"12334",1998,13277,13,36618
"12335",1999,13277,13,36787
"12336",2000,13277,13,36975
"12337",2001,13277,13,38445
"12338",2002,13277,13,38550
"12339",2003,13277,13,38949
"12340",2004,13277,13,39270
"12341",2005,13277,13,40012
"12342",2006,13277,13,40481
"12343",2007,13277,13,41516
"12344",2008,13277,13,42152
"12345",2009,13277,13,42554
"12346",2010,13277,13,42959
"12347",2011,13277,13,40246
"12348",2012,13277,13,41380
"12349",2013,13277,13,40994
"12350",2014,13277,13,40280
"12351",1990,13279,13,24076
"12352",1991,13279,13,24117
"12353",1992,13279,13,24169
"12354",1993,13279,13,24462
"12355",1994,13279,13,24653
"12356",1995,13279,13,24644
"12357",1996,13279,13,25026
"12358",1997,13279,13,25466
"12359",1998,13279,13,25665
"12360",1999,13279,13,25822
"12361",2000,13279,13,25990
"12362",2001,13279,13,26106
"12363",2002,13279,13,26063
"12364",2003,13279,13,26128
"12365",2004,13279,13,26191
"12366",2005,13279,13,26421
"12367",2006,13279,13,26900
"12368",2007,13279,13,27296
"12369",2008,13279,13,27767
"12370",2009,13279,13,28083
"12371",2010,13279,13,27959
"12372",2011,13279,13,27317
"12373",2012,13279,13,27240
"12374",2013,13279,13,27217
"12375",2014,13279,13,27302
"12376",1990,13281,13,6688
"12377",1991,13281,13,6774
"12378",1992,13281,13,6871
"12379",1993,13281,13,7007
"12380",1994,13281,13,7249
"12381",1995,13281,13,7390
"12382",1996,13281,13,7636
"12383",1997,13281,13,7987
"12384",1998,13281,13,8204
"12385",1999,13281,13,8477
"12386",2000,13281,13,8800
"12387",2001,13281,13,9371
"12388",2002,13281,13,9575
"12389",2003,13281,13,9678
"12390",2004,13281,13,9937
"12391",2005,13281,13,10129
"12392",2006,13281,13,10260
"12393",2007,13281,13,10655
"12394",2008,13281,13,10849
"12395",2009,13281,13,10984
"12396",2010,13281,13,11010
"12397",2011,13281,13,10534
"12398",2012,13281,13,10477
"12399",2013,13281,13,10487
"12400",2014,13281,13,10752
"12401",1990,13283,13,6024
"12402",1991,13283,13,5993
"12403",1992,13283,13,5995
"12404",1993,13283,13,5925
"12405",1994,13283,13,5922
"12406",1995,13283,13,5949
"12407",1996,13283,13,5936
"12408",1997,13283,13,5928
"12409",1998,13283,13,5960
"12410",1999,13283,13,5966
